"unigeneid"	"organ"	"pvalue"	"rzscore"	"source"
"Hs.611328"	"pharynx"	9e-41	7.072427502	"dbEST"
"Hs.222494"	"pharynx"	8.86e-41	6.838188709	"dbEST"
"Hs.130704"	"pharynx"	1.85e-41	6.913227614	"dbEST"
"Hs.559369"	"pharynx"	6.32e-42	6.913262969	"dbEST"
"Hs.518198"	"pharynx"	1.29e-42	5.362592408	"dbEST"
"Hs.682003"	"pharynx"	6.7e-44	6.149191234	"dbEST"
"Hs.625725"	"pharynx"	4.17e-44	5.53699334	"dbEST"
"Hs.351279"	"pharynx"	2.55e-44	6.116989959	"dbEST"
"Hs.655198"	"pharynx"	6.12e-45	6.098195203	"dbEST"
"Hs.46320"	"pharynx"	2.77e-45	6.199161133	"dbEST"
"Hs.362728"	"pharynx"	2.71e-46	5.796344443	"dbEST"
"Hs.624291"	"pharynx"	1.5e-51	7.012521119	"dbEST"
"Hs.370036"	"pharynx"	2.05e-56	6.675109916	"dbEST"
"Hs.591484"	"pharynx"	1.76e-58	6.318313078	"dbEST"
"Hs.330384"	"pharynx"	1.67e-60	6.633338959	"dbEST"
"Hs.561078"	"pharynx"	9.42e-61	5.857562966	"dbEST"
"Hs.701774"	"pharynx"	3.68e-65	6.852701001	"dbEST"
"Hs.490252"	"pharynx"	1.69e-68	7.06790196	"dbEST"
"Hs.728722"	"pharynx"	6.11e-69	6.227841889	"dbEST"
"Hs.449599"	"pharynx"	3.86e-69	6.234894988	"dbEST"
"Hs.449574"	"pharynx"	1.51e-73	6.955353905	"dbEST"
"Hs.369761"	"pharynx"	1.3e-74	5.501788702	"dbEST"
"Hs.535668"	"pharynx"	8.52e-75	7.058545066	"dbEST"
"Hs.139322"	"pharynx"	8.13e-76	5.075758604	"dbEST"
"Hs.570230"	"pharynx"	1.95e-78	5.890063386	"dbEST"
"Hs.602086"	"pharynx"	1.32e-79	6.545870316	"dbEST"
"Hs.524219"	"pharynx"	2.38e-80	4.953008854	"dbEST"
"Hs.640434"	"pharynx"	9.97e-82	6.429876277	"dbEST"
"Hs.1076"	"pharynx"	1.08e-83	5.96256416	"dbEST"
"Hs.369646"	"pharynx"	4.77e-92	6.768369407	"dbEST"
"Hs.660766"	"pharynx"	6.09e-103	6.77512973	"dbEST"
"Hs.362854"	"pharynx"	1.16e-104	7.040967892	"dbEST"
"Hs.524579"	"pharynx"	1.3e-105	4.533497103	"dbEST"
"Hs.355542"	"pharynx"	5.02e-115	7.000661295	"dbEST"
"Hs.707636"	"pharynx"	1.18e-115	6.125891315	"dbEST"
"Hs.180877"	"pharynx"	1.75e-121	5.902386359	"dbEST"
"Hs.729972"	"pharynx"	2.53e-125	7.072427502	"dbEST"
"Hs.720030"	"pharynx"	6.47e-126	6.935292385	"dbEST"
"Hs.406840"	"pharynx"	5.8e-139	6.988084922	"dbEST"
"Hs.592929"	"pharynx"	3.43e-236	6.967627082	"dbEST"
"Hs.724349"	"pharynx"	4.16e-291	6.973199485	"dbEST"
"Hs.432416"	"pharynx"	2.13e-307	7.064385979	"dbEST"
"Hs.117938"	"pharynx"	0	7.023196565	"dbEST"
"Hs.211092"	"pharynx"	0	7.067937518	"dbEST"
"Hs.449621"	"pharynx"	0	6.142084263	"dbEST"
"Hs.513490"	"pharynx"	0	4.342412097	"dbEST"
"Hs.534255"	"pharynx"	0	6.554074035	"dbEST"
"Hs.654380"	"pharynx"	0	5.8279638	"dbEST"
"Hs.65551"	"pharynx"	0	7.043961924	"dbEST"
"Hs.724927"	"pharynx"	0	6.22277136	"dbEST"
