"unigeneid"	"organ"	"pvalue"	"rzscore"	"source"
"Hs.69594"	"trachea"	6.19e-14	5.559086279	"dbEST"
"Hs.150366"	"trachea"	6.03e-14	5.470531826	"dbEST"
"Hs.352622"	"trachea"	4.76e-14	5.203401579	"dbEST"
"Hs.128938"	"trachea"	3.64e-14	6.475248247	"dbEST"
"Hs.728981"	"trachea"	3.05e-14	4.535020612	"dbEST"
"Hs.183656"	"trachea"	2.12e-14	6.294784064	"dbEST"
"Hs.507805"	"trachea"	1.85e-14	5.984407815	"dbEST"
"Hs.470882"	"trachea"	1.74e-14	4.82410965	"dbEST"
"Hs.306814"	"trachea"	1.72e-14	6.184975619	"dbEST"
"Hs.211600"	"trachea"	1.42e-14	4.492947305	"dbEST"
"Hs.666413"	"trachea"	1.24e-14	5.592171253	"dbEST"
"Hs.327794"	"trachea"	1.06e-14	6.939994391	"dbEST"
"Hs.77810"	"trachea"	9.25e-15	4.921399091	"dbEST"
"Hs.439760"	"trachea"	8.43e-15	6.564744311	"dbEST"
"Hs.591145"	"trachea"	6.46e-15	5.253085068	"dbEST"
"Hs.563344"	"trachea"	5.71e-15	5.39308068	"dbEST"
"Hs.213762"	"trachea"	1.11e-15	6.815953332	"dbEST"
"Hs.18912"	"trachea"	1.05e-15	6.813731184	"dbEST"
"Hs.109778"	"trachea"	5.43e-16	4.910858348	"dbEST"
"Hs.467960"	"trachea"	4.94e-16	4.983167858	"dbEST"
"Hs.602757"	"trachea"	4.68e-16	4.801686235	"dbEST"
"Hs.108530"	"trachea"	4.56e-16	4.439711436	"dbEST"
"Hs.298654"	"trachea"	2.64e-16	4.217480032	"dbEST"
"Hs.500645"	"trachea"	2.56e-16	5.116799274	"dbEST"
"Hs.466435"	"trachea"	2.22e-16	5.494988997	"dbEST"
"Hs.459117"	"trachea"	1.58e-16	6.643611775	"dbEST"
"Hs.655657"	"trachea"	3.46e-17	4.57767896	"dbEST"
"Hs.226568"	"trachea"	2.09e-17	4.463333676	"dbEST"
"Hs.82432"	"trachea"	1.19e-17	5.630926727	"dbEST"
"Hs.516632"	"trachea"	6.17e-18	5.078044125	"dbEST"
"Hs.591293"	"trachea"	4.86e-18	4.586333195	"dbEST"
"Hs.152944"	"trachea"	3.5e-18	6.065074587	"dbEST"
"Hs.335513"	"trachea"	3.29e-18	4.771377716	"dbEST"
"Hs.309158"	"trachea"	2.62e-18	6.994734702	"dbEST"
"Hs.267038"	"trachea"	1.32e-19	6.297171145	"dbEST"
"Hs.5920"	"trachea"	5.59e-20	6.356631202	"dbEST"
"Hs.326303"	"trachea"	3.92e-20	6.954515194	"dbEST"
"Hs.462108"	"trachea"	1.65e-20	6.379774623	"dbEST"
