unigeneid	genename
Hs.592209	C22orf40
Hs.592221	MUM1L1
Hs.592224	SYTL4
Hs.592227	NOX1
Hs.592238	TRAPPC2
Hs.592247	OPN1LW
Hs.592254	CYorf15B
Hs.592260	LMOD2
Hs.592266	TSGA13
Hs.592269	ACN9
Hs.592283	STAG3
Hs.592290	LRDD
Hs.592325	XRCC3
Hs.592325	XRCC3
Hs.592338	TYMS
Hs.592340	ZFP161
Hs.592599	LOC100290936
Hs.592750	CALN1
Hs.592804	MARCH1
Hs.593014	UGCG
Hs.593148	STX7
Hs.593339	HMGB1
Hs.593373	ACAP2
Hs.593413	CXCR4
Hs.593542	MAP3K9
Hs.593679	DERL3
Hs.593942	MFAP3L
Hs.593974	UBE4B
Hs.594051	LOC90784
Hs.594454	FLT1
Hs.594481	SERPINB2
Hs.594481	SERPINB2
Hs.594537	ADAM12
Hs.594670	LOC285281
Hs.595053	HSPD1
Hs.595069	SNTG2
Hs.595133	CD83
Hs.595153	LOC100127980
Hs.595391	SPATA13
Hs.595507	CLIC4
Hs.595594	KRT8P12
Hs.595719	CFC1
Hs.596105	DOCK9
Hs.596464	BRI3BP
Hs.596643	SLC7A8
Hs.596913	HPGD
Hs.596913	HPGD
Hs.596982	POLM
Hs.597216	HIF1A
Hs.597323	CEP152
Hs.597349	MUDENG
Hs.597422	SLC17A5
Hs.597526	VARS2
Hs.597810	FLJ42627
Hs.598320	GAPDH
Hs.598388	MACC1
Hs.598475	BMPR1B
Hs.598540	USP9Y
Hs.599039	MCAM
Hs.599481	EIF4A2
Hs.599649	LOC100289361
Hs.600114	VPS29
Hs.600384	HGSNAT
Hs.600547	LOC283070
Hs.601055	PGA3
Hs.601077	C1orf68
Hs.601216	ERC1
Hs.601911	INPP5D
Hs.602015	MTPN
Hs.602086	MYOF
Hs.602738	C16orf71
Hs.602757	POLR2B
Hs.602900	C1D
Hs.603740	PAH
Hs.604001	HNRNPH1
Hs.604182	CCDC13
Hs.604915	DST
Hs.605143	ZBTB1
Hs.605153	TCF4
Hs.606771	SVEP1
Hs.606916	RBM12B
Hs.607212	IGFBP5
Hs.608750	SYN3
Hs.609336	CTSA
Hs.610084	HIATL2
Hs.610926	CTRB1
Hs.611432	RLTPR
Hs.611541	MED29
Hs.612151	KIF22
Hs.613068	LOC645553
Hs.613082	PDE4DIP
Hs.614517	BSPRY
Hs.614734	PROM1
Hs.614809	PIWIL2
Hs.616962	GDF15
Hs.617342	CRX
Hs.618112	APBA2
Hs.618145	CIRBP
Hs.618526	SNN
Hs.619396	HOPX
Hs.620508	TSPYL6
Hs.620532	A2ML1
Hs.620611	HSPB9
Hs.620644	LMAN1L
Hs.621695	MALAT1
Hs.624196	LOC641467
Hs.624245	FIP1L1
Hs.624291	BAX
Hs.624689	KCNV2
Hs.625725	BCAM
Hs.625768	LOC100287891
Hs.627133	NOP14
Hs.629498	LOC729461
Hs.629638	DNASE1
Hs.631494	LOC100131754
Hs.628831	DECR2
Hs.628891	ST7OT2
Hs.629246	HDGFL1
Hs.631263	PLGLA
Hs.631535	AKT2
Hs.631550	ARHGEF1
Hs.631555	DHDH
Hs.631558	TNNT1
Hs.631564	PRKCG
Hs.631566	SYT5
Hs.631567	CD79A
Hs.631574	PLEKHG2
Hs.631594	LYPD3
Hs.631614	FAM32A
Hs.631621	FLJ25328
Hs.631629	TMEM161A
Hs.631636	CCDC159
Hs.631647	LOC642131
Hs.631657	GNB3
Hs.631659	CD4
Hs.631661	USP5
Hs.631696	LOC283731
Hs.631709	RAD51
Hs.631724	CCDC57
Hs.631731	PRH2
Hs.631765	GPR18
Hs.631789	SETDB2
Hs.631804	CATSPER3
Hs.631814	LARP4B
Hs.631840	HSD11B1L
Hs.631842	TMEM146
Hs.631845	MATK
Hs.631845	MATK
Hs.631862	C19orf45
Hs.631866	CELA2A
Hs.631869	CTRC
Hs.631871	CELA2B
Hs.631882	SMYD5
Hs.631914	UCN2
Hs.631933	C3orf43
Hs.631946	MUC7
Hs.631946	MUC7
Hs.631951	MAML1
Hs.631988	DDR1
Hs.631988	DDR1
Hs.631991	HLA-DOA
Hs.631993	DPCR1
Hs.632015	ASL
Hs.632070	FAM75C2
Hs.632073	C9orf153
Hs.632089	EXOSC1
Hs.632119	CHRM1
Hs.632119	CHRM1
Hs.632144	SAA1
Hs.632166	SNRPN
Hs.632176	SEPT1
Hs.632177	MVP
Hs.632179	LAT
Hs.632211	CTRB2
Hs.632218	ZFPM1
Hs.632227	TMC6
Hs.632228	LOC283999
Hs.632237	METT10D
Hs.632247	GPR172B
Hs.632262	FAM134C
Hs.632293	CNPY4
Hs.632300	FLJ30064
Hs.632306	C7orf61
Hs.632326	SRSF5
Hs.632345	FNTB
Hs.632346	TCL1B
Hs.632364	C1orf187
Hs.632365	TMEM201
Hs.632378	FAM46B
Hs.632385	NDUFS5
Hs.632391	HPCA
Hs.632402	GJA9
Hs.632420	LRRC8B
Hs.632436	HFE2
Hs.632450	CFHR2
Hs.632460	SELENBP1
Hs.632462	DUSP27
Hs.632466	CTSK
Hs.632468	OPTC
Hs.632469	RAB25
Hs.632476	CASQ1
Hs.632481	PRELP
Hs.632485	LOC646976
Hs.632495	RD3
Hs.632515	AURKAIP1
Hs.632554	SF3B1
Hs.632592	CXCL11
Hs.632595	LOC646576
Hs.632608	FHL5
Hs.632635	CLK2P
Hs.632691	C9orf43
Hs.632693	FAM73B
Hs.632702	GLI1
Hs.632707	MARS
Hs.632713	INHBE
Hs.632722	INHBC
Hs.632722	INHBC
Hs.632729	ESYT1
Hs.632762	PDXP
Hs.632766	DNAL4
Hs.632767	HIC2
Hs.632772	SLC2A11
Hs.632791	CXorf30
Hs.632799	CACNA1F
Hs.632804	SYP
Hs.632851	TMEM151B
Hs.633034	C17orf99
Hs.633070	LOC100128164
Hs.633084	ZSCAN2
Hs.633269	LOC339505
Hs.633509	RAD50
Hs.633509	RAD50
Hs.633514	TIMP2
Hs.633653	TRO
Hs.633989	LOC100128675
Hs.636480	TUBB
Hs.635313	CHMP5
Hs.635350	SPON2
Hs.636624	NAPSB
Hs.638438	LOC100128131
Hs.640434	CKAP2
Hs.640663	TTLL11
Hs.640836	C6orf48
Hs.642618	HEBP1
Hs.642655	NECAB1
Hs.642706	FMO5
Hs.642938	IGFBP1
Hs.643005	SLC40A1
Hs.643030	LIPA
Hs.641595	LOC100131774
Hs.642042	RAD54L
Hs.643431	IGJ
Hs.643440	MAG
Hs.643452	DGCR8
Hs.643467	SLC23A1
Hs.643480	WDR54
Hs.643548	UBE2H
Hs.643596	LOC440896
Hs.643599	PAPPA
Hs.643658	NCOA4
Hs.643896	VCL
Hs.644008	RALGPS2
Hs.644065	TSC22D2
Hs.644082	CTSE
Hs.644095	NFIB
Hs.644105	CD24
Hs.644108	GPC3
Hs.644125	KCTD12
Hs.644234	UCA1
Hs.644306	TPM3
Hs.644352	PELO
Hs.644524	GNAO1
Hs.644598	ACBD7
Hs.644600	LOC644246
Hs.644603	IDI1
Hs.644625	LRRIQ3
Hs.644628	RPL4
Hs.644633	TIMP3
Hs.644794	RPL26
Hs.645227	TGFB1
Hs.645245	LOC727983
Hs.645273	SYNPO2L
Hs.645279	BOP1
Hs.645317	RPS10
Hs.645535	GGT1
Hs.645542	LOC284861
Hs.646309	C6orf163
Hs.646318	LOC400986
Hs.646353	PSG11
Hs.647074	GIMAP7
Hs.647077	GALNTL5
Hs.647081	ASB10
Hs.647086	REPIN1
Hs.647087	GIMAP1
Hs.647097	ABP1
Hs.647097	ABP1
Hs.648256	CYP2D6
Hs.648270	POM121L8P
Hs.648326	KIF4A
Hs.648337	NXF2B
Hs.652114	RPL28
Hs.652128	DKFZP434L187
Hs.652158	LOC729668
Hs.652166	NCRNA00152
Hs.652169	PLGLB2
Hs.652235	PSCA
Hs.652240	CC2D2B
Hs.656653	CTNNA1
Hs.656660	LOC654433
Hs.646421	USP44
Hs.646438	DGCR5
Hs.646533	CT62
Hs.646574	C17orf47
Hs.646699	LOC283028
Hs.646899	EVC
Hs.646912	FAM153B
Hs.647023	CLDN3
Hs.647026	WBSCR28
Hs.647036	CLDN4
Hs.647045	ABHD11
Hs.647047	NCF1
Hs.647060	NSUN5
Hs.647061	ELN
Hs.647064	RARRES2
Hs.647105	GIMAP6
Hs.647105	GIMAP6
Hs.647110	LOC285972
Hs.647116	TMEM176A
Hs.647119	LRRC61
Hs.647182	CUZD1
Hs.647227	SDHD
Hs.647342	LOC728138
Hs.647356	EXOC3L
Hs.647421	GABARAP
Hs.647573	GPR135
Hs.647705	CCDC19
Hs.647723	PRG4
Hs.647791	GGPS1
Hs.648032	LOC728914
Hs.648101	CARD11
Hs.648668	SYNPR
Hs.648908	FAM131B
Hs.649452	C19orf69
Hs.650585	LAMB1
Hs.650650	SMR3B
Hs.651219	NDUFA5
Hs.651245	MAEL
Hs.651323	FLJ38109
Hs.651324	DKFZp686L14188
Hs.651593	LOC157381
Hs.652262	CD19
Hs.652267	ABCC11
Hs.652297	NRL
Hs.652307	SIP1
Hs.652373	NPSR1
Hs.652389	SMAGP
Hs.652468	KCNQ2
Hs.652568	RMST
Hs.652819	LOC284260
Hs.652956	FAM75C1
Hs.653107	GBA3
Hs.653124	ZNF750
Hs.653125	CCDC91
Hs.653186	ATG16L2
Hs.653193	PRMT7
Hs.653202	ARF5
Hs.653244	EPHA6
Hs.653258	C7orf50
Hs.653262	ANGPTL2
Hs.653263	CEP110
Hs.653349	CD99
Hs.653449	TTC36
Hs.653859	EHF
Hs.654350	GABPB1
Hs.654352	SLC1A4
Hs.654365	PTGFR
Hs.654368	GYPB
Hs.654377	LDHC
Hs.654380	KRT14
Hs.654385	HSD17B1
Hs.654387	CPM
Hs.654388	CA8
Hs.654389	CUX1
Hs.654390	CSH1
Hs.654395	FCGR2B
Hs.654399	HSD3B2
Hs.654400	IMPDH2
Hs.654402	RELB
Hs.654404	HLA-B
Hs.654410	NOS1
Hs.654413	PSG3
Hs.654415	PSG5
Hs.654420	POU2F2
Hs.654424	UGT2B7
Hs.654425	UMOD
Hs.654426	LMO1
Hs.654432	ACTN3
Hs.654433	ADH1A
Hs.654433	ADH1A
Hs.654437	AMY2A
Hs.654438	ANK1
Hs.654440	ASGR2
Hs.654441	BCKDHB
Hs.654442	HTN3
Hs.654443	C9
Hs.654445	TNFSF8
Hs.654447	CTSD
Hs.654448	DEFA3
Hs.654456	HOXB5
Hs.654464	PAX5
Hs.654465	GCLC
Hs.654470	ITGB7
Hs.654470	ITGB7
Hs.654472	LIPC
Hs.654475	RPS27
Hs.654479	CYP21A2
Hs.654481	TP53
Hs.654482	PDE6G
Hs.654487	FOLH1
Hs.654489	PRPH2
Hs.654492	EPHA5
Hs.654495	STATH
Hs.654502	NBL1
Hs.654503	LPAL2
Hs.654506	MYO1E
Hs.654510	FLG
Hs.654513	PRSS3
Hs.654514	PTPRC
Hs.654515	CSH2
Hs.654525	POU2AF1
Hs.654526	P2RY1
Hs.654533	ZFP2
Hs.654536	ADA
Hs.654537	ADH1C
Hs.654543	TUBB2A
Hs.654546	CTRL
Hs.654549	CST4
Hs.654550	KRT13
Hs.654563	ICAM3
Hs.654567	DENND4A
Hs.654570	KRT15
Hs.654572	LAMA4
Hs.654591	TG
Hs.654593	IL10RB
Hs.654601	TRDN
Hs.654610	KRT4
Hs.654610	KRT4
Hs.654614	HSPA6
Hs.654634	CDC42BPB
Hs.654665	TM9SF4
Hs.654668	ARHGAP26
Hs.654690	SCLT1
Hs.654709	PCDH9
Hs.654744	HBA2
Hs.654750	TRIM9
Hs.654754	SSH2
Hs.654790	SLC24A3
Hs.654793	DLGAP1
Hs.654808	RIMS3
Hs.654815	WDR6
Hs.654838	MAD1L1
Hs.654841	SLC35F1
Hs.654847	GRM4
Hs.654854	EMID2
Hs.654854	EMID2
Hs.654863	MEG3
Hs.654931	FLJ45872
Hs.654939	MAU2
Hs.654951	DPM1
Hs.654958	ABCF2
Hs.655004	TMEM179
Hs.655006	NCKIPSD
Hs.655027	RHBDL3
Hs.655028	BCAS3
Hs.655033	PLCE1
Hs.655071	PRRT2
Hs.655089	TRIM67
Hs.655111	C3orf26
Hs.655142	IL17D
Hs.655152	GALNTL4
Hs.655160	KRT16
Hs.655168	SFXN4
Hs.655169	SLC2A14
Hs.655170	SPAG6
Hs.655177	MFSD2A
Hs.655194	CR1L
Hs.655194	CR1L
Hs.655195	HBE1
Hs.655198	IGLV1-44
Hs.655199	MT1A
Hs.655201	NCF1C
Hs.655207	F2
Hs.655210	HCK
Hs.655213	PPP2R2B
Hs.655217	POM121
Hs.655218	HOXA5
Hs.655225	CSHL1
Hs.655229	GH1
Hs.655232	AMY1A
Hs.655233	DEFA5
Hs.655242	ZNRF3
Hs.655273	TBC1D10A
Hs.655284	IFT122
Hs.655285	ABCF1
Hs.655288	MSL3
Hs.655293	CCL4L1
Hs.655320	C8orf40
Hs.655324	CLDN18
Hs.655334	CISH
Hs.655354	RAD9A
Hs.655361	HPR
Hs.655363	C3P1
Hs.655396	PSMD11
Hs.655410	DNAJC16
Hs.655467	POLH
Hs.655498	SLC13A3
Hs.655515	SCIN
Hs.655520	LEMD1
Hs.655602	AHSA2
Hs.655643	SNORD22
Hs.655645	MASP2
Hs.655652	LILRB2
Hs.655653	DMGDH
Hs.655654	RELN
Hs.655657	EXOC6
Hs.655662	TMEM102
Hs.655675	GPC5
Hs.655684	CNTNAP2
Hs.655688	PHF14
Hs.655697	TTC7B
Hs.655700	ANKAR
Hs.655702	MDM1
Hs.655722	IMMP2L
Hs.655738	C9orf125
Hs.655753	PP14571
Hs.655782	EIF2A
Hs.655792	ART4
Hs.655792	ART4
Hs.655801	TNFRSF10C
Hs.655817	LOC100129094
Hs.655830	HELLS
Hs.655858	LOC728061
Hs.655891	DTWD2
Hs.655895	RCCD1
Hs.655909	TOMM40
Hs.655921	ZBTB8OS
Hs.655940	CARD8
Hs.655974	USH2A
Hs.655981	LOC100128729
Hs.655995	FHIT
Hs.656014	LOC100129046
Hs.656019	LOC100286844
Hs.656031	POPDC2
Hs.656032	CDH23
Hs.656037	DDX19A
Hs.656071	ADAMTS9
Hs.656088	RNF20
Hs.656112	FCRL1
Hs.656137	ZP3
Hs.656185	ZNF266
Hs.656199	MATN3
Hs.656230	LOC100129510
Hs.656270	LOC100131943
Hs.656333	LOC100130248
Hs.656339	RHOJ
Hs.656347	LOC100129722
Hs.656444	UGGT2
Hs.656544	SOAT2
Hs.656552	LOC100287865
Hs.656586	ADK
Hs.656600	LOC221710
Hs.656615	ANKMY1
Hs.656617	LOC284939
Hs.656692	EML6
Hs.656702	LIX1
Hs.656757	CCDC96
Hs.656895	SLC2A9
Hs.656905	LNPEP
Hs.656936	HSFX2
Hs.656999	OBSCN
Hs.657018	TRPS1
Hs.657067	LARP1B
Hs.657133	RGS7BP
Hs.657242	FABP3
Hs.657242	FABP3
Hs.657266	RPL3L
Hs.657268	PARP11
Hs.657271	LDB3
Hs.657271	LDB3
Hs.657277	GPR22
Hs.657342	C6orf146
Hs.657374	FLJ37644
Hs.657377	C7orf54
Hs.657543	SPNS3
Hs.657724	TLR3
Hs.657825	B3GNT3
Hs.657869	CPNE5
Hs.657953	PCDHB10
Hs.658032	ATP13A5
Hs.658033	KIAA0240
Hs.658046	VEPH1
Hs.658118	KRT81
Hs.658244	SLC26A1
Hs.658249	GALNT9
Hs.658398	CPS1-IT
Hs.658398	CPS1-IT
Hs.658956	TMEM45A
Hs.660831	KCNV2
Hs.658553	ZMYND8
Hs.658573	ONECUT1
Hs.658598	ALKBH4
Hs.658612	MRS2
Hs.658630	CCDC11
Hs.658712	EMR3
Hs.658835	LOC645591
Hs.658996	EFCAB6
Hs.658997	RGL4
Hs.659014	CGB1
Hs.659147	KLHL6
Hs.659164	LHFPL3
Hs.659256	LOC390595
Hs.659311	CBR4
Hs.659350	HOXA10
Hs.659442	DTD1
Hs.659606	ACSM5
Hs.659656	ATP6V1E2
Hs.659706	C14orf105
Hs.659741	LOC100129112
Hs.659857	EID3
Hs.659862	BFSP2
Hs.659864	TNR
Hs.659872	FCAR
Hs.659873	MECOM
Hs.659889	AMHR2
Hs.659934	SESN3
Hs.660007	KRT71
Hs.660029	FBXL13
Hs.660053	RPL41
Hs.660088	LOC404266
Hs.660125	KRT74
Hs.660188	PIWIL4
Hs.660192	FAM188B
Hs.660298	TTLL1
Hs.660603	ECT2L
Hs.660751	RPS20P27
Hs.660766	NTN3
Hs.660774	HEATR4
Hs.660883	REG4
Hs.660936	EFCAB4A
Hs.661014	HTRA4
Hs.661069	RSPH1
Hs.661128	KREMEN2
Hs.661266	FKBP6
Hs.661425	PROL1
Hs.661431	LOC100130275
Hs.661752	GP6
Hs.661756	THEMIS
Hs.661826	LOC100288346
Hs.661872	NFE2L2
Hs.661883	PGA4
Hs.661942	CCL4L2
Hs.662006	S1PR4
Hs.662013	KRT72
Hs.662199	LOC643714
Hs.662211	MS4A6E
Hs.662212	LOC283480
Hs.662248	C1orf186
Hs.662281	HSFY1
Hs.662288	ADAM6
Hs.662302	C10orf62
Hs.662342	AKR7L
Hs.662426	LOC100288123
Hs.662443	LOC283404
Hs.662663	LOC613126
Hs.663056	C9orf71
Hs.663128	ROPN1B
Hs.664011	FBXO15
Hs.664080	RASA1
Hs.664194	WDR87
Hs.664380	RGS9
Hs.664613	ALS2CR10
Hs.664625	LOC284669
Hs.664641	GRIK1
Hs.664861	SIRPB1
Hs.664979	LOC100131283
Hs.665663	MARCH10
Hs.665267	KRT78
Hs.666077	MTRNR2L2
Hs.666099	FAM71B
Hs.666302	LOC100128977
Hs.666728	NHEDC1
Hs.666807	ZNF546
Hs.667436	LOC100289410
Hs.667492	LOC253805
Hs.667616	TTTY12
Hs.668491	PAGE5
Hs.669115	SLC12A3
Hs.669305	CST2
Hs.670090	EPN3
Hs.670115	LOC100129413
Hs.670634	TMEM195
Hs.670673	LOC100287807
Hs.671096	LOC100130548
Hs.671212	OOEP
Hs.671273	LOC100127888
Hs.671510	CDH20
Hs.671950	SORCS3
Hs.673248	LOC727677
Hs.673861	SNORA58
Hs.675383	LOC100288301
Hs.675821	LOC100128505
Hs.676257	IDO2
Hs.677780	C11orf58
Hs.679260	LOC100287250
Hs.679623	LOC100132146
Hs.679801	LOC643219
Hs.680123	LOC728099
Hs.680652	KRT3
Hs.681002	COL1A1
Hs.681002	COL1A1
Hs.683864	LOC400960
Hs.683866	FLJ37543
Hs.685462	L1TD1
Hs.688335	LILRB3
Hs.688940	GPR17
Hs.689547	FLJ43860
Hs.690634	HSPA1L
Hs.691976	TCP10L2
Hs.694258	FCGR3B
Hs.694646	LOC100288831
Hs.694798	C2CD3
Hs.695962	FOXG1
Hs.696211	HLA-DRB1
Hs.696238	BIRC2
Hs.696425	LHX2
Hs.696575	PDZK1P1
Hs.696684	JUN
Hs.697120	MIR155HG
Hs.698621	CMTM1
Hs.699280	HBD
Hs.699301	VDAC3
Hs.699821	PRRT1
Hs.700576	ABCD3
Hs.700779	KRT6A
Hs.701324	ARHGAP4
Hs.701555	TSSK1B
Hs.701778	KLHL9
Hs.701991	CIITA
Hs.702084	GNGT1
Hs.702477	LOC731656
Hs.703025	ASCL1
Hs.703889	SCFV
Hs.703936	IGHV3-48
Hs.704366	IGHV1-69
Hs.705389	ANXA8L2
Hs.705480	PTPLB
Hs.707300	ATG9B
Hs.709406	ITIH4
Hs.709425	KDM4C
Hs.705618	TAL1
Hs.706346	ELL3
Hs.706408	CGB
Hs.706531	SH3BGRL2
Hs.706741	LTC4S
Hs.706754	ACSM3
Hs.706952	NME7
Hs.707031	LGALS7
Hs.708040	CIDEB
Hs.708190	KIAA1324
Hs.708268	SNX22
Hs.708365	FOXH1
Hs.708453	SERPINE2
Hs.708523	LOC100129936
Hs.708950	KRT6B
Hs.709070	POLDIP3
Hs.709120	TICAM2
Hs.709179	TNNI3
Hs.709182	CDK11B
Hs.709188	CYP2C8
Hs.709191	NOS2
Hs.709192	PSG1
Hs.709195	SLC5A2
Hs.709195	SLC5A2
Hs.709196	CEACAM5
Hs.709200	PSG4
Hs.709203	PSG7
Hs.709234	KRT6C
Hs.709245	MMP17
Hs.709257	CEP68
Hs.709296	ZGLP1
Hs.709321	IFITM2
Hs.709327	UTP18
Hs.709336	KDM1B
Hs.709466	CD59
Hs.709473	LOC149837
Hs.709483	TRIM10
Hs.709522	TNFAIP8L2
Hs.709539	C19orf59
Hs.709543	SOX7
Hs.709545	PYROXD1
Hs.709570	PAICS
Hs.709581	COX16
Hs.709612	SCLY
Hs.709660	HSPB2
Hs.709671	FRMD4B
Hs.709681	TMOD4
Hs.709690	BCL11B
Hs.709709	NEUROD1
Hs.709709	NEUROD1
Hs.709736	MS4A14
Hs.709782	GPR61
Hs.709819	SPTBN5
Hs.709908	GAGE12J
Hs.710014	PCBD2
Hs.710036	C4orf49
Hs.710069	LOC100130938
Hs.710085	LOC100128346
Hs.710240	SLC24A5
Hs.710326	RSPH10B2
Hs.710507	LILRA1
Hs.710624	ANKRD35
Hs.711471	KRT79
Hs.720778	DSCR9
Hs.712539	HBG1
Hs.712553	MS4A1
Hs.712555	CSNK1A1
Hs.712598	IPO5
Hs.712632	CAPN12
Hs.712676	BEST1
Hs.712685	LOC254128
Hs.712692	FSCN3
Hs.712713	ST13
Hs.713175	C5orf4
Hs.713548	UFSP2
Hs.713578	SLA2
Hs.713605	ARPP21
Hs.713611	DNMT3B
Hs.713616	ARVCF
Hs.713617	FCGR2C
Hs.713623	COQ3
Hs.713625	FGG
Hs.713632	TRAF7
Hs.713636	MTFP1
Hs.713641	DOT1L
Hs.713650	NFATC2
Hs.713698	ATG10
Hs.713789	OAZ3
Hs.714189	LRFN4
Hs.714318	RFC4
Hs.714499	DLEC1
Hs.714519	RAG2
Hs.714870	SYNPO
Hs.714939	PMFBP1
Hs.714949	RBM14
Hs.715725	RS1
Hs.715778	SNX20
Hs.715778	SNX20
Hs.716639	COL9A3
Hs.716678	PTPLAD2
Hs.716685	SOX30
Hs.716731	C6orf201
Hs.718506	B3GNT5
Hs.719018	PODXL
Hs.719042	EMP1
Hs.719189	HMGXB3
Hs.719281	NAP1L2
Hs.719361	IRF6
Hs.719372	FSD2
Hs.719465	MRPL36
Hs.719680	NPTX1
Hs.719809	LOC100287415
Hs.719890	CYP2A7
Hs.719893	SERPINA4
Hs.719925	RDH11
Hs.719951	RPL11
Hs.719954	ORM2
Hs.719966	HSPA1B
Hs.719980	AGTPBP1
Hs.720023	ADHFE1
Hs.720030	TSTD1
Hs.720054	TRIM26
Hs.720172	LOC26172
Hs.720177	EDEM2
Hs.720186	TUB
Hs.720223	LOC400927
Hs.720304	SIGLEC6
Hs.720306	C14orf80
Hs.720348	RRN3P2
Hs.720416	EPC1
Hs.720416	EPC1
Hs.720448	LOC652276
Hs.720658	ESRG
Hs.720658	ESRG
Hs.720677	ZNF791
Hs.720724	LOC389458
Hs.720849	DOK3
Hs.720870	C6orf103
Hs.720893	SLC36A3
Hs.720900	PWRN1
Hs.720924	GAGE12I
Hs.721200	LOC100289379
Hs.721226	FLJ32063
Hs.721461	LOC100288822
Hs.721486	CAGE1
Hs.721645	CES1P1
Hs.722037	LOC100286988
Hs.722213	LOC727820
Hs.722646	SNORA43
Hs.726183	RAVER1
Hs.723178	LEPR
Hs.723246	AIFM3
Hs.723454	TXNDC3
Hs.724184	LOC100293090
Hs.724402	HPCAL4
Hs.724548	SALL2
Hs.724706	LOC440934
Hs.724767	ATAD3C
Hs.725124	ELOVL5
Hs.725198	CDCA7L
Hs.725208	BLM
Hs.725338	LOC401433
Hs.725347	LOC401093
Hs.725671	SLC25A1
Hs.725959	SPEN
Hs.725992	CAMK2A
Hs.726008	RBM24
Hs.726027	CYBRD1
Hs.726050	SLC25A37
Hs.726075	LAT2
Hs.726089	ATPIF1
Hs.726094	GPR126
Hs.726126	FLVCR2
Hs.726151	USP33
Hs.726163	EEF1E1
Hs.726172	KHSRP
Hs.726232	ZNF574
Hs.726244	VGLL3
Hs.726280	ZNF583
Hs.726323	ITPKB
Hs.726356	KLF2
Hs.726365	SH3KBP1
Hs.726442	FAM83D
Hs.726474	CYP4A11
Hs.726477	ZNF467
Hs.726506	LEF1
Hs.726525	EMILIN3
Hs.726537	CENPN
Hs.726559	UNC93B1
Hs.726599	POLR1B
Hs.726674	PCDHB19P
Hs.726812	TSSK2
Hs.726867	SVEP1
Hs.726934	NCCRP1
Hs.727517	NUP205
Hs.727530	PELI1
Hs.727543	HSPD1
Hs.727551	RPRD1B
Hs.727552	SMS
Hs.727587	SLC7A9
Hs.727604	CAPZA1
Hs.727618	PLCL2
Hs.727646	H1F0
Hs.727738	FLJ12825
Hs.727765	CCDC155
Hs.727790	CPAMD8
Hs.727841	C9orf131
Hs.727932	FLJ11292
Hs.728134	GPM6A
Hs.728151	SHMT2
Hs.728154	ZBTB44
Hs.728155	VGLL4
Hs.728168	CS
Hs.728181	METTL7A
Hs.728190	LDLR
Hs.728194	SUMF2
Hs.728200	HMMR
Hs.728204	KMO
Hs.728206	MOBKL2A
Hs.728223	PRUNE
Hs.728226	SH3GL2
Hs.728254	VPS33B
Hs.728271	NDNL2
Hs.728282	LRIG3
Hs.728286	TRABD
Hs.728289	LENG8
Hs.728301	ESPN
Hs.728324	FAIM3
Hs.728338	PRR15
Hs.728371	LOC100130691
Hs.728570	LOC100287580
