"unigeneid"	"organ"	"pvalue"	"rzscore"	"source"
"Hs.154001"	"nerve"	9.66e-13	6.38268602	"dbEST"
"Hs.279652"	"nerve"	8.72e-13	4.428251926	"dbEST"
"Hs.507681"	"nerve"	1.59e-13	4.917479454	"dbEST"
"Hs.458644"	"nerve"	1.44e-13	4.380388532	"dbEST"
"Hs.365405"	"nerve"	1.04e-13	4.987413341	"dbEST"
"Hs.443430"	"nerve"	2.81e-14	4.224608156	"dbEST"
"Hs.89605"	"nerve"	2.36e-14	5.876211311	"dbEST"
"Hs.356630"	"nerve"	1.79e-14	4.997527136	"dbEST"
"Hs.519993"	"nerve"	1.18e-14	5.378775771	"dbEST"
"Hs.58042"	"nerve"	8.14e-15	4.263434042	"dbEST"
"Hs.592325"	"nerve"	3.52e-15	4.441828847	"dbEST"
"Hs.95120"	"nerve"	1.71e-15	5.053754646	"dbEST"
"Hs.627962"	"nerve"	1.29e-15	4.566460713	"dbEST"
"Hs.154494"	"nerve"	1.01e-15	5.611646206	"dbEST"
"Hs.514211"	"nerve"	7.11e-16	4.788224687	"dbEST"
"Hs.644500"	"nerve"	6.04e-16	6.829717929	"dbEST"
"Hs.211461"	"nerve"	2.25e-16	6.967590832	"dbEST"
"Hs.48029"	"nerve"	1.93e-16	6.322738969	"dbEST"
"Hs.647119"	"nerve"	1.86e-16	5.407566233	"dbEST"
"Hs.28144"	"nerve"	1.61e-16	6.321324724	"dbEST"
"Hs.517418"	"nerve"	1.53e-16	6.268281469	"dbEST"
"Hs.517543"	"nerve"	1.12e-16	5.010993381	"dbEST"
"Hs.350321"	"nerve"	8.95e-17	6.761134352	"dbEST"
"Hs.267245"	"nerve"	8.62e-17	5.628143995	"dbEST"
"Hs.14468"	"nerve"	8.31e-17	4.440557427	"dbEST"
"Hs.26593"	"nerve"	6.27e-17	4.775044034	"dbEST"
"Hs.173878"	"nerve"	5.19e-17	4.812537214	"dbEST"
"Hs.558536"	"nerve"	2.59e-17	5.18376802	"dbEST"
