"unigeneid"	"organ"	"pvalue"	"rzscore"	"source"
"Hs.471452"	"blood vessel"	1.2e-33	4.967990285	"dbEST"
"Hs.422662"	"blood vessel"	5.39e-34	4.658731477	"dbEST"
"Hs.506222"	"blood vessel"	5.14e-34	6.526019527	"dbEST"
"Hs.662443"	"blood vessel"	2.09e-34	7.068382259	"dbEST"
"Hs.339163"	"blood vessel"	1.21e-34	7.072427502	"dbEST"
"Hs.547668"	"blood vessel"	1.21e-34	7.072427502	"dbEST"
"Hs.637357"	"blood vessel"	1.21e-34	7.072427502	"dbEST"
"Hs.646318"	"blood vessel"	1.08e-34	6.496078908	"dbEST"
"Hs.655033"	"blood vessel"	4.16e-35	6.686003474	"dbEST"
"Hs.153952"	"blood vessel"	1.57e-35	5.740356968	"dbEST"
"Hs.436115"	"blood vessel"	4.66e-36	6.81978732	"dbEST"
"Hs.658588"	"blood vessel"	3.25e-36	7.067102422	"dbEST"
"Hs.390250"	"blood vessel"	2.15e-36	6.392922662	"dbEST"
"Hs.615541"	"blood vessel"	1.58e-36	7.072427502	"dbEST"
"Hs.679608"	"blood vessel"	1.58e-36	7.072427502	"dbEST"
"Hs.276878"	"blood vessel"	1.1e-36	5.049032556	"dbEST"
"Hs.282624"	"blood vessel"	4.97e-37	5.082168307	"dbEST"
"Hs.471508"	"blood vessel"	3.62e-37	6.253705663	"dbEST"
"Hs.567359"	"blood vessel"	1.43e-37	6.672991476	"dbEST"
"Hs.668093"	"blood vessel"	1.08e-37	6.887707834	"dbEST"
"Hs.653107"	"blood vessel"	3.88e-38	5.385438636	"dbEST"
"Hs.720870"	"blood vessel"	2.51e-38	6.465636643	"dbEST"
"Hs.479656"	"blood vessel"	2.29e-38	6.976755143	"dbEST"
"Hs.334221"	"blood vessel"	2.07e-38	7.072427502	"dbEST"
"Hs.615610"	"blood vessel"	2.07e-38	7.072427502	"dbEST"
"Hs.659326"	"blood vessel"	2.07e-38	7.072427502	"dbEST"
